date,province,no_patient,pm25
2023-11-02,กาฬสินธุ์,37,33.59791666666667
2023-11-02,กำแพงเพชร,27,10.602083333333333
2023-11-02,ขอนแก่น,67,20.93846153846154
2023-11-02,จันทบุรี,36,11.435416666666669
2023-11-02,ฉะเชิงเทรา,16,21.964583333333334
2023-11-02,ชลบุรี,54,18.070833333333336
2023-11-02,ชัยภูมิ,25,28.116666666666667
2023-11-02,ตรัง,18,7.729166666666667
2023-11-02,ตราด,17,11.516666666666667
2023-11-02,ตาก,11,15.716666666666669
2023-11-02,นครนายก,3,17.69166666666667
2023-11-02,นครปฐม,20,26.9125
2023-11-02,นครพนม,18,24.116666666666667
2023-11-02,นครราชสีมา,109,28.295833333333334
2023-11-02,นครศรีธรรมราช,56,10.514583333333334
2023-11-02,นครสวรรค์,24,18.866666666666667
2023-11-02,นนทบุรี,66,32.516666666666666
2023-11-02,นราธิวาส,26,9.23125
2023-11-02,น่าน,12,17.214583333333334
2023-11-02,บึงกาฬ,9,18.793750000000003
2023-11-02,บุรีรัมย์,87,17.981250000000003
2023-11-02,ปทุมธานี,25,27.379166666666666
2023-11-02,ประจวบคีรีขันธ์,12,27.802083333333332
2023-11-02,ปราจีนบุรี,31,22.5625
2023-11-02,ปัตตานี,14,7.6395833333333325
2023-11-02,พระนครศรีอยุธยา,34,24.56458333333333
2023-11-02,พะเยา,10,16.9625
2023-11-02,พังงา,42,6.324999999999999
2023-11-02,พัทลุง,48,7.097916666666666
2023-11-02,พิจิตร,14,18.795833333333334
2023-11-02,พิษณุโลก,22,17.53541666666667
2023-11-02,ภูเก็ต,39,12.61875
2023-11-02,มุกดาหาร,4,25.367391304347827
2023-11-02,ยะลา,20,11.226041666666667
2023-11-02,ยโสธร,8,24.56041666666667
2023-11-02,ระนอง,5,7.643749999999999
2023-11-02,ระยอง,17,16.410833333333336
2023-11-02,ราชบุรี,40,27.32708333333333
2023-11-02,ลพบุรี,34,26.572916666666668
2023-11-02,ลำปาง,34,14.152083333333334
2023-11-02,ลำพูน,9,9.21875
2023-11-02,ศรีสะเกษ,17,14.433333333333332
2023-11-02,สกลนคร,31,18.625
2023-11-02,สงขลา,52,8.757291666666667
2023-11-02,สตูล,59,10.766666666666666
2023-11-02,สมุทรปราการ,28,29.388749999999998
2023-11-02,สมุทรสงคราม,8,23.608333333333334
2023-11-02,สมุทรสาคร,83,33.15833333333334
2023-11-02,สระบุรี,63,24.115625
2023-11-02,สระแก้ว,38,16.299999999999997
2023-11-02,สิงห์บุรี,9,24.410416666666663
2023-11-02,สุพรรณบุรี,23,22.089583333333334
2023-11-02,สุราษฎร์ธานี,35,9.335416666666667
2023-11-02,สุรินทร์,32,17.706249999999997
2023-11-02,สุโขทัย,10,13.0125
2023-11-02,หนองคาย,9,24.202083333333334
2023-11-02,อำนาจเจริญ,18,20.920833333333334
2023-11-02,อุดรธานี,46,25.125
2023-11-02,อุตรดิตถ์,27,14.020833333333332
2023-11-02,อุทัยธานี,13,21.395833333333336
2023-11-02,อุบลราชธานี,45,20.541666666666664
2023-11-02,อ่างทอง,6,28.758333333333333
2023-11-02,เชียงราย,38,16.285416666666666
2023-11-02,เชียงใหม่,52,12.265625
2023-11-02,เพชรบูรณ์,20,20.458333333333336
2023-11-02,เลย,15,16.210416666666667
2023-11-02,แพร่,29,14.899999999999999
2023-11-02,แม่ฮ่องสอน,7,5.041666666666666
2023-11-03,กรุงเทพมหานคร,33,40.41138143176734
2023-11-03,กาญจนบุรี,25,24.34583333333333
2023-11-03,กาฬสินธุ์,61,39.110416666666666
2023-11-03,กำแพงเพชร,20,13.910416666666666
2023-11-03,ขอนแก่น,81,27.672916666666666
2023-11-03,จันทบุรี,58,16.28125
2023-11-03,ฉะเชิงเทรา,17,25.90416666666667
2023-11-03,ชลบุรี,76,21.691666666666666
2023-11-03,ชัยภูมิ,21,27.831249999999997
2023-11-03,ตรัง,17,6.9
2023-11-03,ตราด,1,0.0
2023-11-03,ตาก,14,17.39375
2023-11-03,นครนายก,9,15.14375
2023-11-03,นครปฐม,15,34.30416666666666
2023-11-03,นครพนม,15,21.12083333333333
2023-11-03,นครราชสีมา,78,31.554166666666667
2023-11-03,นครศรีธรรมราช,45,10.822916666666668
2023-11-03,นครสวรรค์,25,22.816666666666663
2023-11-03,นนทบุรี,62,40.769338768115944
2023-11-03,นราธิวาส,16,11.26458333333333
2023-11-03,น่าน,26,15.785416666666668
2023-11-03,บึงกาฬ,6,20.10416666666667
2023-11-03,บุรีรัมย์,33,19.441666666666663
2023-11-03,ปทุมธานี,14,33.360416666666666
2023-11-03,ประจวบคีรีขันธ์,22,27.147916666666667
2023-11-03,ปราจีนบุรี,9,26.09583333333333
2023-11-03,ปัตตานี,19,7.770833333333332
2023-11-03,พระนครศรีอยุธยา,37,30.58125
2023-11-03,พะเยา,24,16.135416666666664
2023-11-03,พังงา,12,6.816666666666666
2023-11-03,พัทลุง,24,7.5791666666666675
2023-11-03,พิจิตร,11,22.633333333333333
2023-11-03,พิษณุโลก,28,19.570833333333333
2023-11-03,ภูเก็ต,9,12.052083333333332
2023-11-03,มุกดาหาร,6,20.247916666666665
2023-11-03,ยะลา,25,11.392708333333333
2023-11-03,ยโสธร,11,22.329166666666666
2023-11-03,ระนอง,8,12.820833333333335
2023-11-03,ระยอง,35,21.26625
2023-11-03,ราชบุรี,23,29.547916666666666
2023-11-03,ลพบุรี,16,27.708333333333336
2023-11-03,ลำปาง,21,15.301041666666666
2023-11-03,ลำพูน,12,13.402083333333334
2023-11-03,ศรีสะเกษ,30,10.966666666666669
2023-11-03,สกลนคร,24,20.612499999999997
2023-11-03,สงขลา,102,10.002083333333333
2023-11-03,สตูล,14,9.097916666666665
2023-11-03,สมุทรปราการ,55,39.12375
2023-11-03,สมุทรสงคราม,2,28.958333333333336
2023-11-03,สมุทรสาคร,99,42.51145833333334
2023-11-03,สระบุรี,54,33.063541666666666
2023-11-03,สระแก้ว,4,18.364583333333336
2023-11-03,สิงห์บุรี,4,27.231250000000003
2023-11-03,สุพรรณบุรี,27,25.4625
2023-11-03,สุราษฎร์ธานี,47,9.214583333333334
2023-11-03,สุรินทร์,52,17.4875
2023-11-03,สุโขทัย,31,15.852083333333336
2023-11-03,หนองคาย,10,28.824999999999996
2023-11-03,อำนาจเจริญ,31,17.818749999999998
2023-11-03,อุดรธานี,36,27.86041666666667
2023-11-03,อุตรดิตถ์,20,15.547916666666666
2023-11-03,อุทัยธานี,5,23.977083333333333
2023-11-03,อุบลราชธานี,37,17.818749999999998
2023-11-03,อ่างทอง,6,31.183333333333334
2023-11-03,เชียงราย,78,17.360416666666666
2023-11-03,เชียงใหม่,60,15.017708333333331
2023-11-03,เพชรบูรณ์,41,21.15833333333333
2023-11-03,เลย,17,17.525
2023-11-03,แพร่,17,17.045833333333334
2023-11-03,แม่ฮ่องสอน,9,4.88125
2023-11-04,กรุงเทพมหานคร,15,50.663682795698925
2023-11-04,กาญจนบุรี,8,22.129166666666666
2023-11-04,กาฬสินธุ์,12,34.418749999999996
2023-11-04,กำแพงเพชร,7,15.59375
2023-11-04,ขอนแก่น,20,25.82291666666667
2023-11-04,ฉะเชิงเทรา,8,22.610416666666666
2023-11-04,ชลบุรี,16,22.005555555555556
2023-11-04,ชัยภูมิ,12,28.19375
2023-11-04,ตรัง,10,8.222916666666666
2023-11-04,ตราด,2,0.0
2023-11-04,ตาก,3,16.420833333333334
2023-11-04,นครนายก,3,14.020833333333334
2023-11-04,นครปฐม,6,35.8125
2023-11-04,นครพนม,6,13.470833333333331
2023-11-04,นครราชสีมา,31,32.18333333333334
2023-11-04,นครศรีธรรมราช,16,11.925
2023-11-04,นครสวรรค์,12,23.5375
2023-11-04,นนทบุรี,28,51.009375
2023-11-04,นราธิวาส,12,11.36875
2023-11-04,น่าน,8,13.488541666666666
2023-11-04,บึงกาฬ,1,17.539583333333333
2023-11-04,บุรีรัมย์,24,17.1875
2023-11-04,ปทุมธานี,12,47.27708333333333
2023-11-04,ประจวบคีรีขันธ์,7,22.429166666666667
2023-11-04,ปราจีนบุรี,4,25.54375
2023-11-04,ปัตตานี,7,9.18125
2023-11-04,พระนครศรีอยุธยา,17,31.706250000000004
2023-11-04,พะเยา,1,13.283333333333333
2023-11-04,พังงา,2,7.449999999999999
2023-11-04,พัทลุง,10,9.527083333333334
2023-11-04,พิจิตร,8,21.514583333333334
2023-11-04,พิษณุโลก,2,23.612500000000004
2023-11-04,ภูเก็ต,6,12.820833333333333
2023-11-04,มุกดาหาร,2,14.825
2023-11-04,ยะลา,11,11.745833333333334
2023-11-04,ยโสธร,10,19.889583333333334
2023-11-04,ระนอง,1,10.025
2023-11-04,ระยอง,8,16.38175724637681
2023-11-04,ราชบุรี,6,31.40833333333333
2023-11-04,ลพบุรี,10,31.33333333333333
2023-11-04,ลำปาง,10,15.5109375
2023-11-04,ลำพูน,7,14.827083333333334
2023-11-04,ศรีสะเกษ,8,10.516666666666666
2023-11-04,สกลนคร,6,15.008333333333333
2023-11-04,สงขลา,21,10.38125
2023-11-04,สตูล,7,10.849999999999998
2023-11-04,สมุทรปราการ,7,38.77625
2023-11-04,สมุทรสงคราม,1,33.06041666666667
2023-11-04,สมุทรสาคร,14,49.280208333333334
2023-11-04,สระบุรี,5,29.771874999999998
2023-11-04,สระแก้ว,4,15.360416666666666
2023-11-04,สุพรรณบุรี,4,32.139583333333334
2023-11-04,สุราษฎร์ธานี,9,10.639583333333334
2023-11-04,สุรินทร์,10,17.262500000000003
2023-11-04,สุโขทัย,5,18.11875
2023-11-04,หนองคาย,4,58.71458333333334
2023-11-04,อำนาจเจริญ,4,12.395833333333336
2023-11-04,อุดรธานี,9,24.397916666666667
2023-11-04,อุตรดิตถ์,2,18.45625
2023-11-04,อุทัยธานี,5,24.543750000000003
2023-11-04,อุบลราชธานี,17,15.7375
2023-11-04,อ่างทอง,3,38.06041666666667
2023-11-04,เชียงราย,7,18.2625
2023-11-04,เชียงใหม่,14,14.486458333333333
2023-11-04,เพชรบูรณ์,6,20.7875
2023-11-04,เลย,7,20.858333333333334
2023-11-04,แพร่,3,18.197916666666664
2023-11-04,แม่ฮ่องสอน,4,5.050000000000001
2023-11-05,กรุงเทพมหานคร,9,33.41572580645161
2023-11-05,กาญจนบุรี,7,20.133333333333333
2023-11-05,กาฬสินธุ์,3,25.985416666666666
2023-11-05,กำแพงเพชร,6,16.15625
2023-11-05,ขอนแก่น,15,18.804166666666667
2023-11-05,ฉะเชิงเทรา,4,26.354166666666664
2023-11-05,ชลบุรี,15,17.11388888888889
2023-11-05,ชัยภูมิ,14,24.387500000000003
2023-11-05,ตรัง,8,8.80625
2023-11-05,ตราด,1,0.0
2023-11-05,ตาก,11,15.65625
2023-11-05,นครนายก,1,11.885416666666668
2023-11-05,นครปฐม,5,23.77916666666667
2023-11-05,นครพนม,5,13.345833333333333
2023-11-05,นครราชสีมา,25,26.18541666666667
2023-11-05,นครศรีธรรมราช,26,12.054166666666667
2023-11-05,นครสวรรค์,14,24.822916666666664
2023-11-05,นนทบุรี,14,25.20471014492754
2023-11-05,นราธิวาส,16,11.083333333333334
2023-11-05,น่าน,4,14.411458333333332
2023-11-05,บึงกาฬ,1,16.497916666666665
2023-11-05,บุรีรัมย์,15,11.64375
2023-11-05,ปทุมธานี,9,26.335416666666667
2023-11-05,ประจวบคีรีขันธ์,6,26.583333333333332
2023-11-05,ปราจีนบุรี,2,23.629166666666666
2023-11-05,ปัตตานี,9,8.902083333333334
2023-11-05,พระนครศรีอยุธยา,15,22.15625
2023-11-05,พะเยา,6,13.49375
2023-11-05,พังงา,6,6.652173913043477
2023-11-05,พัทลุง,12,9.622916666666669
2023-11-05,พิจิตร,1,20.497826086956522
2023-11-05,พิษณุโลก,6,23.108333333333334
2023-11-05,ภูเก็ต,5,13.410416666666666
2023-11-05,มุกดาหาร,7,14.714583333333334
2023-11-05,ยะลา,9,12.386458333333334
2023-11-05,ยโสธร,8,20.354166666666668
2023-11-05,ระนอง,3,8.149999999999999
2023-11-05,ระยอง,9,17.329545454545453
2023-11-05,ราชบุรี,12,26.164583333333333
2023-11-05,ลพบุรี,2,28.50208333333333
2023-11-05,ลำปาง,11,16.410416666666666
2023-11-05,ลำพูน,4,14.522916666666667
2023-11-05,ศรีสะเกษ,9,11.00625
2023-11-05,สกลนคร,6,10.554166666666667
2023-11-05,สงขลา,21,11.3125
2023-11-05,สตูล,9,12.383333333333333
2023-11-05,สมุทรปราการ,21,27.829583333333336
2023-11-05,สมุทรสงคราม,1,27.172916666666666
2023-11-05,สมุทรสาคร,11,34.35312499999999
2023-11-05,สระบุรี,10,26.648484848484852
2023-11-05,สระแก้ว,1,11.552083333333334
2023-11-05,สิงห์บุรี,5,25.639583333333334
2023-11-05,สุพรรณบุรี,10,28.043750000000003
2023-11-05,สุราษฎร์ธานี,19,10.933333333333334
2023-11-05,สุรินทร์,16,13.939583333333335
2023-11-05,สุโขทัย,5,19.897916666666667
2023-11-05,หนองคาย,3,52.55416666666667
2023-11-05,อำนาจเจริญ,7,13.785416666666666
2023-11-05,อุดรธานี,2,24.320833333333333
2023-11-05,อุตรดิตถ์,5,18.181250000000002
2023-11-05,อุทัยธานี,5,29.06458333333333
2023-11-05,อุบลราชธานี,17,19.78125
2023-11-05,อ่างทอง,2,27.356521739130436
2023-11-05,เชียงราย,10,15.9125
2023-11-05,เชียงใหม่,17,14.622916666666667
2023-11-05,เพชรบูรณ์,4,20.46666666666667
2023-11-05,เลย,9,21.275
2023-11-05,แพร่,3,15.154166666666665
2023-11-05,แม่ฮ่องสอน,1,6.491666666666667
2023-11-06,กรุงเทพมหานคร,23,26.088311688311688
2023-11-06,กาญจนบุรี,40,20.4
2023-11-06,กาฬสินธุ์,35,25.8
2023-11-06,กำแพงเพชร,31,18.6
2023-11-06,ขอนแก่น,52,16.9
2023-11-06,จันทบุรี,30,19.5
2023-11-06,ฉะเชิงเทรา,29,22.0
2023-11-06,ชลบุรี,61,14.200000000000001
2023-11-06,ชัยภูมิ,31,21.0
2023-11-06,ตรัง,54,7.5
2023-11-06,ตาก,24,19.3
2023-11-06,นครนายก,22,10.1
2023-11-06,นครปฐม,23,19.7
2023-11-06,นครพนม,33,15.1
2023-11-06,นครราชสีมา,148,17.7
2023-11-06,นครศรีธรรมราช,97,13.7
2023-11-06,นครสวรรค์,25,24.4
2023-11-06,นนทบุรี,102,19.799999999999997
2023-11-06,นราธิวาส,13,11.0
2023-11-06,น่าน,16,13.45
2023-11-06,บึงกาฬ,7,15.8
2023-11-06,บุรีรัมย์,56,8.2
2023-11-06,ปทุมธานี,19,19.9
2023-11-06,ประจวบคีรีขันธ์,21,27.9
2023-11-06,ปราจีนบุรี,21,18.1
2023-11-06,ปัตตานี,22,8.1
2023-11-06,พระนครศรีอยุธยา,58,17.5
2023-11-06,พะเยา,6,17.0
2023-11-06,พังงา,19,7.0
2023-11-06,พัทลุง,53,10.6
2023-11-06,พิจิตร,7,20.5
2023-11-06,พิษณุโลก,35,26.6
2023-11-06,ภูเก็ต,15,13.6
2023-11-06,มุกดาหาร,5,13.6
2023-11-06,ยะลา,13,12.7
2023-11-06,ยโสธร,18,21.2
2023-11-06,ระนอง,7,8.8
2023-11-06,ระยอง,55,16.02
2023-11-06,ราชบุรี,49,19.9
2023-11-06,ลพบุรี,54,20.4
2023-11-06,ลำปาง,34,15.675
2023-11-06,ลำพูน,13,14.6
2023-11-06,ศรีสะเกษ,38,10.6
2023-11-06,สกลนคร,29,11.8
2023-11-06,สงขลา,86,10.600000000000001
2023-11-06,สตูล,29,11.2
2023-11-06,สมุทรปราการ,37,23.96
2023-11-06,สมุทรสงคราม,4,16.0
2023-11-06,สมุทรสาคร,97,25.0
2023-11-06,สระบุรี,50,21.8
2023-11-06,สระแก้ว,6,8.6
2023-11-06,สิงห์บุรี,8,20.6
2023-11-06,สุพรรณบุรี,38,20.8
2023-11-06,สุราษฎร์ธานี,57,9.6
2023-11-06,สุรินทร์,25,9.7
2023-11-06,สุโขทัย,21,18.1
2023-11-06,หนองคาย,19,35.6
2023-11-06,อำนาจเจริญ,14,15.1
2023-11-06,อุดรธานี,80,22.7
2023-11-06,อุทัยธานี,15,27.5
2023-11-06,อุบลราชธานี,57,23.0
2023-11-06,อ่างทอง,9,18.8
2023-11-06,เชียงราย,42,16.75
2023-11-06,เชียงใหม่,55,14.399999999999999
2023-11-06,เพชรบูรณ์,18,19.1
2023-11-06,เลย,22,19.9
2023-11-06,แพร่,16,16.7
2023-11-06,แม่ฮ่องสอน,9,7.2
2023-11-07,กรุงเทพมหานคร,25,22.45921052631579
2023-11-07,กาญจนบุรี,66,19.8
2023-11-07,กาฬสินธุ์,33,21.9
2023-11-07,กำแพงเพชร,19,16.1
2023-11-07,ขอนแก่น,76,14.6
2023-11-07,จันทบุรี,25,16.1
2023-11-07,ฉะเชิงเทรา,34,18.2
2023-11-07,ชลบุรี,90,15.466666666666667
2023-11-07,ชัยภูมิ,35,19.6
2023-11-07,ตรัง,49,8.0
2023-11-07,ตราด,6,13.7
2023-11-07,ตาก,19,18.9
2023-11-07,นครนายก,19,10.5
2023-11-07,นครปฐม,13,16.6
2023-11-07,นครพนม,20,10.7
2023-11-07,นครราชสีมา,132,16.3
2023-11-07,นครศรีธรรมราช,65,11.3
2023-11-07,นครสวรรค์,32,20.2
2023-11-07,นนทบุรี,120,16.15
2023-11-07,นราธิวาส,55,14.0
2023-11-07,น่าน,51,16.0
2023-11-07,บึงกาฬ,5,10.1
2023-11-07,บุรีรัมย์,129,7.1
2023-11-07,ปทุมธานี,60,13.6
2023-11-07,ประจวบคีรีขันธ์,46,16.6
2023-11-07,ปราจีนบุรี,34,16.6
2023-11-07,ปัตตานี,51,11.7
2023-11-07,พระนครศรีอยุธยา,68,14.8
2023-11-07,พะเยา,16,19.9
2023-11-07,พังงา,14,6.4
2023-11-07,พัทลุง,37,8.5
2023-11-07,พิจิตร,11,22.0
2023-11-07,พิษณุโลก,47,24.2
2023-11-07,ภูเก็ต,3,13.2
2023-11-07,มุกดาหาร,18,14.0
2023-11-07,ยะลา,15,13.1
2023-11-07,ยโสธร,14,12.9
2023-11-07,ระนอง,7,8.6
2023-11-07,ระยอง,49,19.8
2023-11-07,ราชบุรี,38,17.8
2023-11-07,ลพบุรี,17,21.0
2023-11-07,ลำปาง,39,17.5
2023-11-07,ลำพูน,7,16.6
2023-11-07,ศรีสะเกษ,49,6.1
2023-11-07,สกลนคร,116,8.6
2023-11-07,สงขลา,76,9.85
2023-11-07,สตูล,17,12.4
2023-11-07,สมุทรปราการ,30,21.48
2023-11-07,สมุทรสงคราม,11,15.3
2023-11-07,สมุทรสาคร,73,23.75
2023-11-07,สระบุรี,46,19.450000000000003
2023-11-07,สระแก้ว,37,7.2
2023-11-07,สิงห์บุรี,5,15.0
2023-11-07,สุพรรณบุรี,30,13.4
2023-11-07,สุราษฎร์ธานี,44,9.5
2023-11-07,สุรินทร์,71,10.2
2023-11-07,สุโขทัย,18,15.3
2023-11-07,หนองคาย,14,17.2
2023-11-07,อำนาจเจริญ,15,10.9
2023-11-07,อุดรธานี,60,14.0
2023-11-07,อุตรดิตถ์,9,17.2
2023-11-07,อุทัยธานี,8,22.9
2023-11-07,อุบลราชธานี,43,12.8
2023-11-07,อ่างทอง,7,12.8
2023-11-07,เชียงราย,46,18.65
2023-11-07,เชียงใหม่,73,17.45
2023-11-07,เพชรบูรณ์,40,18.9
2023-11-07,เลย,14,17.1
2023-11-07,แพร่,26,18.3
2023-11-07,แม่ฮ่องสอน,21,6.7
2023-11-08,กรุงเทพมหานคร,23,24.581818181818182
2023-11-08,กาญจนบุรี,32,20.0
2023-11-08,กาฬสินธุ์,38,25.3
2023-11-08,กำแพงเพชร,23,14.7
2023-11-08,ขอนแก่น,79,15.6
2023-11-08,ฉะเชิงเทรา,17,14.1
2023-11-08,ชลบุรี,64,13.799999999999999
2023-11-08,ชัยภูมิ,25,21.0
2023-11-08,ตรัง,27,9.1
2023-11-08,ตราด,7,15.6
2023-11-08,ตาก,7,19.9
2023-11-08,นครนายก,14,9.6
2023-11-08,นครปฐม,9,17.2
2023-11-08,นครพนม,37,12.1
2023-11-08,นครราชสีมา,105,23.1
2023-11-08,นครศรีธรรมราช,50,12.9
2023-11-08,นครสวรรค์,43,14.9
2023-11-08,นนทบุรี,109,20.7
2023-11-08,นราธิวาส,20,13.5
2023-11-08,น่าน,15,15.1
2023-11-08,บึงกาฬ,8,7.2
2023-11-08,บุรีรัมย์,41,7.9
2023-11-08,ปทุมธานี,20,21.6
2023-11-08,ประจวบคีรีขันธ์,10,20.8
2023-11-08,ปราจีนบุรี,12,19.7
2023-11-08,ปัตตานี,63,12.2
2023-11-08,พระนครศรีอยุธยา,53,20.7
2023-11-08,พะเยา,4,18.4
2023-11-08,พังงา,17,6.8
2023-11-08,พัทลุง,37,9.2
2023-11-08,พิจิตร,18,13.8
2023-11-08,พิษณุโลก,28,18.0
2023-11-08,ภูเก็ต,27,15.2
2023-11-08,มุกดาหาร,12,17.3
2023-11-08,ยะลา,20,13.2
2023-11-08,ยโสธร,18,13.4
2023-11-08,ระนอง,8,8.0
2023-11-08,ระยอง,28,15.76
2023-11-08,ราชบุรี,20,24.6
2023-11-08,ลพบุรี,18,22.2
2023-11-08,ลำปาง,51,16.575000000000003
2023-11-08,ลำพูน,5,16.2
2023-11-08,สกลนคร,48,11.0
2023-11-08,สงขลา,75,11.85
2023-11-08,สตูล,18,15.7
2023-11-08,สมุทรปราการ,21,25.8
2023-11-08,สมุทรสงคราม,4,19.3
2023-11-08,สมุทรสาคร,91,29.55
2023-11-08,สระบุรี,38,28.15
2023-11-08,สระแก้ว,26,8.9
2023-11-08,สิงห์บุรี,13,20.6
2023-11-08,สุพรรณบุรี,50,17.0
2023-11-08,สุราษฎร์ธานี,32,11.1
2023-11-08,สุรินทร์,56,19.7
2023-11-08,สุโขทัย,14,17.1
2023-11-08,หนองคาย,27,18.5
2023-11-08,อำนาจเจริญ,23,10.1
2023-11-08,อุดรธานี,99,14.3
2023-11-08,อุตรดิตถ์,10,18.7
2023-11-08,อุทัยธานี,14,20.0
2023-11-08,อุบลราชธานี,57,11.2
2023-11-08,อ่างทอง,2,19.8
2023-11-08,เชียงราย,53,18.85
2023-11-08,เชียงใหม่,67,17.950000000000003
2023-11-08,เพชรบูรณ์,22,17.1
2023-11-08,เลย,20,14.6
2023-11-08,แพร่,13,17.1
2023-11-08,แม่ฮ่องสอน,12,6.3
2023-11-09,กรุงเทพมหานคร,22,26.275000000000002
2023-11-09,กาญจนบุรี,26,21.0
2023-11-09,กาฬสินธุ์,37,31.0
2023-11-09,กำแพงเพชร,24,13.4
2023-11-09,ขอนแก่น,67,19.8
2023-11-09,ฉะเชิงเทรา,19,13.7
2023-11-09,ชลบุรี,82,14.799999999999999
2023-11-09,ชัยภูมิ,25,21.9
2023-11-09,ตรัง,31,11.5
2023-11-09,ตราด,23,15.3
2023-11-09,ตาก,6,17.4
2023-11-09,นครนายก,2,9.9
2023-11-09,นครปฐม,20,16.5
2023-11-09,นครพนม,31,22.2
2023-11-09,นครราชสีมา,122,26.8
2023-11-09,นครศรีธรรมราช,51,19.3
2023-11-09,นครสวรรค์,33,15.9
2023-11-09,นนทบุรี,70,22.450000000000003
2023-11-09,น่าน,12,18.2
2023-11-09,บึงกาฬ,12,10.8
2023-11-09,บุรีรัมย์,98,12.9
2023-11-09,ปทุมธานี,41,23.2
2023-11-09,ประจวบคีรีขันธ์,7,17.9
2023-11-09,ปราจีนบุรี,42,19.4
2023-11-09,ปัตตานี,20,12.2
2023-11-09,พระนครศรีอยุธยา,46,23.3
2023-11-09,พะเยา,12,18.9
2023-11-09,พังงา,25,8.1
2023-11-09,พัทลุง,50,14.0
2023-11-09,พิจิตร,14,17.6
2023-11-09,พิษณุโลก,31,20.1
2023-11-09,ภูเก็ต,29,15.4
2023-11-09,มุกดาหาร,8,23.0
2023-11-09,ยะลา,30,14.55
2023-11-09,ยโสธร,14,19.2
2023-11-09,ระนอง,6,7.3
2023-11-09,ระยอง,34,17.18
2023-11-09,ราชบุรี,29,22.0
2023-11-09,ลพบุรี,70,20.5
2023-11-09,ลำปาง,26,16.875
2023-11-09,ลำพูน,18,14.8
2023-11-09,ศรีสะเกษ,22,10.2
2023-11-09,สกลนคร,29,16.3
2023-11-09,สงขลา,83,14.799999999999999
2023-11-09,สตูล,44,16.0
2023-11-09,สมุทรปราการ,25,27.639999999999997
2023-11-09,สมุทรสงคราม,4,16.3
2023-11-09,สมุทรสาคร,49,28.95
2023-11-09,สระบุรี,56,28.0
2023-11-09,สระแก้ว,11,7.8
2023-11-09,สิงห์บุรี,7,17.0
2023-11-09,สุพรรณบุรี,18,16.9
2023-11-09,สุราษฎร์ธานี,52,13.6
2023-11-09,สุรินทร์,36,13.4
2023-11-09,สุโขทัย,13,19.4
2023-11-09,หนองคาย,12,26.9
2023-11-09,อำนาจเจริญ,33,17.5
2023-11-09,อุดรธานี,37,19.5
2023-11-09,อุตรดิตถ์,48,18.6
2023-11-09,อุทัยธานี,11,20.5
2023-11-09,อุบลราชธานี,50,15.3
2023-11-09,อ่างทอง,7,15.2
2023-11-09,เชียงราย,78,20.45
2023-11-09,เชียงใหม่,52,16.45
2023-11-09,เพชรบูรณ์,21,15.9
2023-11-09,เลย,10,13.6
2023-11-09,แพร่,39,18.9
2023-11-09,แม่ฮ่องสอน,9,7.3
2023-11-10,กรุงเทพมหานคร,25,29.681935483870966
2023-11-10,กาญจนบุรี,21,19.7
2023-11-10,กาฬสินธุ์,65,34.7
2023-11-10,กำแพงเพชร,17,11.6
2023-11-10,ขอนแก่น,63,22.2
2023-11-10,จันทบุรี,71,14.7
2023-11-10,ฉะเชิงเทรา,18,16.5
2023-11-10,ชลบุรี,56,14.200000000000001
2023-11-10,ชัยภูมิ,31,22.25
2023-11-10,ตรัง,23,13.45
2023-11-10,ตราด,2,13.0
2023-11-10,ตาก,15,18.7
2023-11-10,นครนายก,11,6.9
2023-11-10,นครปฐม,10,20.2
2023-11-10,นครพนม,60,20.2
2023-11-10,นครราชสีมา,100,26.9
2023-11-10,นครศรีธรรมราช,68,16.700000000000003
2023-11-10,นครสวรรค์,29,16.9
2023-11-10,นนทบุรี,79,19.75
2023-11-10,น่าน,23,16.3
2023-11-10,บึงกาฬ,9,12.95
2023-11-10,บุรีรัมย์,25,11.1
2023-11-10,ปทุมธานี,26,18.7
2023-11-10,ประจวบคีรีขันธ์,21,15.05
2023-11-10,ปราจีนบุรี,9,17.05
2023-11-10,ปัตตานี,19,9.75
2023-11-10,พระนครศรีอยุธยา,41,21.450000000000003
2023-11-10,พะเยา,14,20.1
2023-11-10,พังงา,15,6.8
2023-11-10,พัทลุง,41,12.9
2023-11-10,พิจิตร,12,22.049999999999997
2023-11-10,พิษณุโลก,23,22.65
2023-11-10,ภูเก็ต,10,16.55
2023-11-10,มุกดาหาร,9,22.7
2023-11-10,ยะลา,21,13.7
2023-11-10,ยโสธร,7,18.9
2023-11-10,ระนอง,7,7.9
2023-11-10,ระยอง,38,17.880000000000003
2023-11-10,ราชบุรี,28,17.3
2023-11-10,ลพบุรี,25,24.35
2023-11-10,ลำปาง,29,15.9875
2023-11-10,ลำพูน,12,15.600000000000001
2023-11-10,ศรีสะเกษ,31,7.9
2023-11-10,สกลนคร,35,16.2
2023-11-10,สงขลา,133,14.4
2023-11-10,สตูล,18,17.6
2023-11-10,สมุทรปราการ,41,29.330000000000002
2023-11-10,สมุทรสงคราม,1,18.1
2023-11-10,สมุทรสาคร,50,43.85
2023-11-10,สระบุรี,61,30.65
2023-11-10,สระแก้ว,3,7.0
2023-11-10,สิงห์บุรี,13,18.85
